Date,Open,High,Low,Close,Adj Close,Volume
2009-12-18,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,12
2009-12-21,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-22,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-23,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-24,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-28,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-29,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-30,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2009-12-31,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-04,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-05,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-06,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-07,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-08,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-11,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-12,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-13,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-14,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-15,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-18,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-19,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-20,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-21,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-22,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-25,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-26,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-27,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-28,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-01-29,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-01,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-02,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-03,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-04,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-05,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-08,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-09,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-10,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-11,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-12,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-15,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-16,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-17,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-18,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-19,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-22,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-23,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-24,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-25,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-02-26,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
2010-03-01,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,15.100000381469727,0
